# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa)
1672875115.85200000,-82.32634425,234.23006230,0.00029376,0.00313278,3.12616756,0.00047560,0.00018670,0.00002182,0.00786428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1378.94995117
1672875115.89199996,-82.32645763,234.23030941,0.00029939,0.00277129,3.12614786,0.00079017,0.00019416,0.00002527,-0.00002538,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000005,0.00000000,1378.94995117
1672875115.93199992,-82.32664138,234.22977873,0.00030614,0.00319007,3.12611370,0.00078916,0.00019188,0.00002949,-0.00783891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875115.97199988,-82.32668318,234.22975547,0.00030844,0.00311861,3.12611667,0.00047560,0.00019158,0.00003110,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875116.01199985,-82.32671255,234.22963250,0.00031221,0.00315180,3.12612661,0.00047560,0.00019496,0.00003246,-0.00394410,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875116.05199981,-82.32618312,234.22904957,0.00029226,0.00379302,3.12630581,0.00031784,0.00018970,0.00002438,0.01583416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,1378.94995117
1672875116.09199977,-82.32604949,234.22914561,0.00029590,0.00363109,3.12635495,0.00095120,0.00018348,0.00002544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,1378.94995117
1672875116.13199973,-82.32668429,234.22899979,0.00032906,0.00349934,3.12615248,0.00095120,0.00017569,0.00003796,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1378.94995117
1672875116.17199969,-82.32632866,234.22861234,0.00031235,0.00390569,3.12628448,0.00095120,0.00016222,0.00002985,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,1378.94995117
1672875116.21199965,-82.32635285,234.22852986,0.00031660,0.00387582,3.12628986,0.00095120,0.00015836,0.00003004,-0.00400091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875116.25199962,-82.32634658,234.22912200,0.00031887,0.00318107,3.12629178,0.00079117,0.00015041,0.00002950,0.01589096,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000012,0.00000000,1378.94995117
1672875116.29199958,-82.32666107,234.22926714,0.00033130,0.00286070,3.12619709,0.00142681,0.00014824,0.00003277,-0.00403699,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000014,0.00000000,1378.94995117
1672875116.33199954,-82.32583219,234.22930062,0.00029363,0.00296756,3.12645506,0.00126533,0.00013550,0.00001624,0.00805957,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000006,0.00000000,1378.94995117
1672875116.37199950,-82.32554818,234.22939490,0.00028607,0.00285981,3.12655256,0.00158771,0.00013816,0.00001192,-0.01981615,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000003,0.00000000,1378.94995117
1672875116.41199946,-82.32581538,234.22911712,0.00030374,0.00299621,3.12649159,0.00079506,0.00013883,0.00001815,0.01178564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,1378.94995117
1672875116.45199943,-82.32585346,234.22901841,0.00030591,0.00299882,3.12649005,0.00126649,0.00013805,0.00001806,-0.00001616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875116.49199939,-82.32607346,234.22909776,0.00031345,0.00278007,3.12644379,0.00126584,0.00014607,0.00002009,-0.00001044,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875116.53199935,-82.32600512,234.22866455,0.00030711,0.00315291,3.12648024,0.00126543,0.00014887,0.00001661,-0.00785553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,1378.94995117
1672875116.57199931,-82.32625583,234.22902340,0.00031605,0.00263623,3.12642288,0.00095120,0.00015568,0.00001926,0.00793644,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875116.61199927,-82.32626218,234.22906999,0.00031329,0.00250758,3.12643995,0.00126866,0.00016519,0.00001696,-0.00391630,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1378.94995117
1672875116.65199924,-82.32628926,234.22897303,0.00030912,0.00252498,3.12645032,0.00111201,0.00017140,0.00001424,-0.00011767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1378.94995117
1672875116.69199920,-82.32650165,234.22876983,0.00031348,0.00260542,3.12640855,0.00110730,0.00017481,0.00001505,-0.00390247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,1378.94995117
1672875116.73199916,-82.32639924,234.22842331,0.00030414,0.00289771,3.12645454,0.00095120,0.00018190,0.00001000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,1378.94995117
1672875116.77199912,-82.32645996,234.22851067,0.00030325,0.00271046,3.12645358,0.00095120,0.00018502,0.00000847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1378.94995117
1672875116.81199908,-82.32605685,234.22896803,0.00028070,0.00225685,3.12657412,0.00095120,0.00018656,-0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,1378.94995117
1672875116.85199904,-82.32607253,234.22887912,0.00028217,0.00227664,3.12658397,0.00095120,0.00018641,-0.00000207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875116.89199901,-82.32599969,234.22879925,0.00027956,0.00230231,3.12661147,0.00095120,0.00018497,-0.00000374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875116.93199897,-82.32629269,234.22939698,0.00029116,0.00157955,3.12655295,0.00095120,0.00018267,0.00000049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000007,0.00000000,1378.94995117
1672875116.97199893,-82.32631151,234.22983674,0.00028777,0.00108824,3.12655632,0.00095120,0.00017569,-0.00000118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000008,0.00000000,1378.94995117
1672875117.01199889,-82.32633613,234.22979487,0.00028500,0.00109102,3.12656491,0.00095120,0.00017816,-0.00000256,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,1378.94995117
1672875117.05199885,-82.32623650,234.23034883,0.00027777,0.00051488,3.12658817,0.00095120,0.00017622,-0.00000548,-0.00401394,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000006,0.00000000,1378.94995117
1672875117.09199882,-82.32611204,234.23071628,0.00027171,0.00014328,3.12661164,0.00079065,0.00017608,-0.00000761,0.00800649,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000008,0.00000000,1378.94995117
1672875117.13199878,-82.32635150,234.23057692,0.00028039,0.00026087,3.12660338,0.00111091,0.00017599,-0.00000359,0.00789750,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,1378.94995117
1672875117.17199874,-82.32649125,234.23030741,0.00028268,0.00051116,3.12660682,0.00142681,0.00018080,-0.00000187,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1378.94995117
1672875117.21199870,-82.32617620,234.23063261,0.00026452,0.00017364,3.12663268,0.00095120,0.00017875,-0.00000849,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875117.25199866,-82.32618825,234.23062351,0.00026644,0.00017004,3.12664117,0.00095120,0.00018083,-0.00000653,-0.00400941,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875117.29199862,-82.32621084,234.23058328,0.00026836,0.00019765,3.12664924,0.00079083,0.00018218,-0.00000446,0.00400941,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875117.33199859,-82.32573076,234.23003237,0.00025048,0.00074312,3.12667609,0.00095120,0.00018385,-0.00001041,-0.00784383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,1378.94995117
1672875117.37199855,-82.32579138,234.23069457,0.00026036,0.00004926,3.12668362,0.00063745,0.00018551,-0.00000494,-0.00021405,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000003,0.00000000,1378.94995117
1672875117.41199851,-82.32587560,234.23111389,0.00026992,-0.00038445,3.12669042,0.00062889,0.00018702,0.00000022,0.01204333,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,1378.94995117
1672875117.45199847,-82.32594220,234.23110437,0.00027719,-0.00036873,3.12669566,0.00111062,0.00018417,0.00000439,-0.00398544,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,1378.94995117
1672875117.49199843,-82.32645305,234.23090302,0.00029968,-0.00016380,3.12670087,0.00095120,0.00018862,0.00001411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875117.53199840,-82.32640256,234.23118574,0.00029662,-0.00045048,3.12671128,0.00095120,0.00019280,0.00001327,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875117.57199836,-82.32657095,234.23064443,0.00030350,0.00010684,3.12671380,0.00095120,0.00018198,0.00001644,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875117.61199832,-82.32669394,234.23080138,0.00030868,-0.00006129,3.12672123,0.00095120,0.00018381,0.00001840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1378.94995117
1672875117.65199828,-82.32675070,234.23081441,0.00030964,-0.00007729,3.12672617,0.00095120,0.00018049,0.00001851,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1378.94995117
1672875117.69199824,-82.32704059,234.23092572,0.00031914,-0.00018703,3.12672579,0.00095120,0.00017261,0.00002195,0.00783214,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875117.73199821,-82.32678370,234.23041217,0.00030505,0.00032221,3.12673519,0.00126449,0.00017304,0.00001540,0.02379131,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1378.94995117
1672875117.77199817,-82.32686291,234.23079905,0.00030832,-0.00008024,3.12673564,0.00221614,0.00016621,0.00001581,-0.02366204,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875117.81199813,-82.32660577,234.23049520,0.00029493,0.00022361,3.12674787,0.00126966,0.00016738,0.00000924,-0.00796141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875117.85199809,-82.32664129,234.23048080,0.00029864,0.00022596,3.12675325,0.00095120,0.00016612,0.00000971,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875117.89199805,-82.32686907,234.23042486,0.00030741,0.00026783,3.12675513,0.00047560,0.00016624,0.00001207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1378.94995117
1672875117.93199801,-82.32712295,234.23026767,0.00031506,0.00040890,3.12675410,0.00047560,0.00016501,0.00001376,0.00396853,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875117.97199798,-82.32731275,234.23053828,0.00031804,0.00011397,3.12675704,0.00063434,0.00017065,0.00001355,0.00002164,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875118.01199794,-82.32733831,234.23053583,0.00031181,0.00010660,3.12676567,0.00063521,0.00017351,0.00000981,0.00789988,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1378.94995117
1672875118.05199790,-82.32738134,234.23073554,0.00030934,-0.00010289,3.12677484,0.00095120,0.00017914,0.00000710,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875118.09199786,-82.32737193,234.23022508,0.00030274,0.00039733,3.12678588,0.00095120,0.00018324,0.00000308,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875118.13199782,-82.32798580,234.23079559,0.00032207,-0.00020142,3.12677247,0.00095120,0.00018659,0.00000971,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875118.17199779,-82.32779582,234.23045862,0.00030244,0.00013702,3.12678523,0.00047560,0.00018871,0.00000048,0.00397609,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1378.94995117
1672875118.21199775,-82.32793722,234.23051588,0.00030146,0.00006925,3.12679002,0.00063465,0.00018860,-0.00000097,-0.00397609,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1378.94995117
1672875118.25199771,-82.32787913,234.23056553,0.00029114,0.00001258,3.12679848,0.00047560,0.00018747,-0.00000611,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1378.94995117
1672875118.29199767,-82.32725078,234.23106155,0.00026247,-0.00047848,3.12681886,0.00047560,0.00018402,-0.00001856,0.00402339,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875118.33199763,-82.32692727,234.23124634,0.00025014,-0.00065697,3.12681968,0.00063654,0.00017499,-0.00002418,0.00383785,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875118.37199759,-82.32697691,234.23150541,0.00025463,-0.00090020,3.12682748,0.00079005,0.00017339,-0.00002262,-0.00389415,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875118.41199756,-82.32713297,234.23193856,0.00026265,-0.00130550,3.12683930,0.00063429,0.00016753,-0.00001949,0.00792297,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875118.45199752,-82.32716290,234.23194253,0.00026155,-0.00127190,3.12684187,0.00095120,0.00015901,-0.00001992,0.00404340,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875118.49199748,-82.32735776,234.23158176,0.00026543,-0.00087121,3.12685938,0.00111294,0.00015950,-0.00001798,0.01973671,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875118.53199744,-82.32728862,234.23184272,0.00025824,-0.00111642,3.12685866,0.00190241,0.00015626,-0.00002027,-0.02378011,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875118.57199740,-82.32747897,234.23204610,0.00026339,-0.00127798,3.12688114,0.00095120,0.00015937,-0.00001728,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1378.94995117
1672875118.61199737,-82.32747929,234.23199950,0.00025944,-0.00120338,3.12689046,0.00047560,0.00016796,-0.00001790,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875118.65199733,-82.32729703,234.23106855,0.00025037,-0.00028199,3.12687787,0.00047560,0.00017414,-0.00002030,-0.00401361,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000007,0.00000000,1378.94995117
1672875118.69199729,-82.32736005,234.23110996,0.00025312,-0.00031941,3.12689360,0.00031506,0.00018430,-0.00001808,0.01590366,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,1378.94995117
1672875118.73199725,-82.32725139,234.23169574,0.00025016,-0.00090553,3.12690786,0.00095120,0.00019761,-0.00001848,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875118.77199721,-82.32734763,234.23134879,0.00025564,-0.00053406,3.12692249,0.00095120,0.00020532,-0.00001517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875118.81199718,-82.32753854,234.23171785,0.00026657,-0.00088881,3.12694663,0.00095120,0.00021756,-0.00001018,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875118.85199714,-82.32758986,234.23168735,0.00026869,-0.00083486,3.12696184,0.00047560,0.00022499,-0.00000867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1378.94995117
1672875118.89199710,-82.32798048,234.23104828,0.00028185,-0.00016097,3.12698869,0.00047560,0.00022665,-0.00000265,0.00788454,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000006,0.00000000,1378.94995117
1672875118.93199706,-82.32780909,234.23137924,0.00027204,-0.00049540,3.12699526,0.00079098,0.00022866,-0.00000644,0.01191920,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,1378.94995117
1672875118.97199702,-82.32819293,234.23117769,0.00028829,-0.00026943,3.12701587,0.00126775,0.00023316,0.00000003,-0.01190770,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875119.01199698,-82.32821674,234.23118843,0.00028519,-0.00027425,3.12702465,0.00079144,0.00023230,-0.00000142,0.01588408,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875119.05199695,-82.32801734,234.23120391,0.00027496,-0.00028846,3.12702946,0.00142681,0.00022942,-0.00000612,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875119.09199691,-82.32762703,234.23105398,0.00026064,-0.00014413,3.12703221,0.00095120,0.00022712,-0.00001258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875119.13199687,-82.32780986,234.23138183,0.00027118,-0.00046564,3.12704126,0.00095120,0.00022575,-0.00000902,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875119.17199683,-82.32786610,234.23168921,0.00027340,-0.00076029,3.12704962,0.00095120,0.00022321,-0.00000895,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1378.94995117
1672875119.21199679,-82.32760932,234.23212883,0.00026015,-0.00119834,3.12705318,0.00095120,0.00022800,-0.00001517,0.00401101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,1378.94995117
1672875119.25199676,-82.32756948,234.23201608,0.00025949,-0.00105635,3.12706109,0.00111165,0.00023163,-0.00001588,-0.00401101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,1378.94995117
1672875119.29199672,-82.32711989,234.23051049,0.00024312,0.00042194,3.12704306,0.00095120,0.00023973,-0.00002284,0.00399804,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000012,0.00000000,1378.94995117
1672875119.33199668,-82.32712085,234.22960079,0.00024620,0.00131257,3.12704944,0.00111113,0.00023867,-0.00002136,0.00004122,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000017,0.00000000,1378.94995117
1672875119.37199664,-82.32660759,234.22981668,0.00022721,0.00108060,3.12710171,0.00111277,0.00024577,-0.00002874,-0.00403926,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000007,0.00000000,1378.94995117
1672875119.41199660,-82.32625676,234.22890220,0.00021729,0.00199674,3.12714714,0.00095120,0.00024912,-0.00003206,-0.00398670,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000015,0.00000000,1378.94995117
1672875119.45199656,-82.32624617,234.22880962,0.00022584,0.00203438,3.12716122,0.00079174,0.00024774,-0.00002752,0.01587676,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000009,0.00000000,1378.94995117
1672875119.49199653,-82.32595053,234.22861512,0.00022294,0.00220165,3.12721867,0.00142681,0.00025103,-0.00002773,-0.00789694,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000011,0.00000000,1378.94995117
1672875119.53199649,-82.32623742,234.22795909,0.00024255,0.00275129,3.12717481,0.00111093,0.00024624,-0.00001859,0.00389485,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000015,0.00000000,1378.94995117
1672875119.57199645,-82.32626694,234.22801875,0.00024817,0.00260801,3.12718442,0.00126672,0.00024749,-0.00001558,0.00400210,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000007,0.00000000,1378.94995117
1672875119.61199641,-82.32664851,234.22786183,0.00026908,0.00261378,3.12710519,0.00142681,0.00024502,-0.00000638,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000004,0.00000000,1378.94995117
1672875119.65199637,-82.32665168,234.22776085,0.00026760,0.00264283,3.12711693,0.00095120,0.00023941,-0.00000667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000003,0.00000000,1378.94995117
1672875119.69199634,-82.32647959,234.22771601,0.00026129,0.00264682,3.12717429,0.00095120,0.00024119,-0.00000915,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000003,0.00000000,1378.94995117
1672875119.73199630,-82.32661051,234.22820348,0.00026794,0.00205653,3.12715434,0.00095120,0.00024036,-0.00000650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,1378.94995117
1672875119.77199626,-82.32661929,234.22757847,0.00026751,0.00262398,3.12716947,0.00095120,0.00024090,-0.00000691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875119.81199622,-82.32665667,234.22747599,0.00026844,0.00264476,3.12717407,0.00095120,0.00023797,-0.00000680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875119.85199618,-82.32680052,234.22744197,0.00027306,0.00256946,3.12715290,0.00095120,0.00024138,-0.00000530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000002,0.00000000,1378.94995117
1672875119.89199615,-82.32696006,234.22767686,0.00027636,0.00222986,3.12712702,0.00095120,0.00024134,-0.00000435,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000000,1378.94995117
1672875119.93199611,-82.32663091,234.22763410,0.00025945,0.00227415,3.12721949,0.00095120,0.00023966,-0.00001153,0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1378.94995117
1672875119.97199607,-82.32652699,234.22741167,0.00025458,0.00245225,3.12725799,0.00142681,0.00023747,-0.00001349,-0.00399534,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875120.01199603,-82.32655072,234.22731190,0.00025605,0.00247658,3.12726574,0.00126699,0.00023466,-0.00001271,-0.02369406,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875120.05199599,-82.32668870,234.22836056,0.00026189,0.00133150,3.12723776,0.00031923,0.00022826,-0.00000985,0.01182973,0.00000000,0.00000000,0.00000000,0.00000000,0.00000011,0.00000000,1378.94995117
1672875120.09199595,-82.32673181,234.22800638,0.00026139,0.00163594,3.12723968,0.00079242,0.00022268,-0.00000954,-0.00005601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,1378.94995117
1672875120.13199592,-82.32667432,234.22739661,0.00025674,0.00220724,3.12726034,0.00079018,0.00021529,-0.00001079,-0.00384001,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000003,0.00000000,1378.94995117
1672875120.17199588,-82.32681805,234.22750905,0.00026212,0.00200558,3.12723970,0.00063658,0.00020835,-0.00000783,0.00786564,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000001,0.00000000,1378.94995117
1672875120.21199584,-82.32686784,234.22754810,0.00026220,0.00189788,3.12723828,0.00095120,0.00020177,-0.00000696,-0.00797755,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1378.94995117
1672875120.25199580,-82.32688271,234.22752338,0.00026164,0.00186144,3.12724226,0.00063210,0.00019619,-0.00000620,0.00395528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,1378.94995117
1672875120.29199576,-82.32692532,234.22796343,0.00026221,0.00136125,3.12724468,0.00079031,0.00019624,-0.00000491,0.00402226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,1378.94995117
1672875120.33199573,-82.32649385,234.22948748,0.00024568,-0.00014075,3.12732102,0.00095120,0.00018941,-0.00001081,-0.01189006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000011,0.00000000,1378.94995117
1672875120.37199569,-82.32664760,234.22977039,0.00025642,-0.00043582,3.12731644,0.00047560,0.00018851,-0.00000547,0.00379910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,1378.94995117
